,CODE_SECT_ACTIVITE,CODE_BRANCHE_ACTIVITE,CODE_SSBRANCHE_ACT,NBRE_EMPLOI_ACREER,NBRE_EMPLOI_EXIST,ID_IFP,TAUX_INTERET,AGE1,AGE2,AGE3,ANTP1,ANTP2,ANTP3,CU,CV,CW,DO,DU,ENGA1,ENGA2,ENGA3,ET,EXP1,EXP2,EXP3,FF,FI,GI2,GI3,HA1,HA3,HA4,HA5,HDG,HP,HZ,JCX,KW,LFAS1,LFAS2,LFAS3,LOCALE,LP,LV,MC,MD,MP,MT,MU,NIVED1,NIVED2,NIVED3,NOTE11,NOTE12,NOTE13,NOTE14,PATR1,PATR2,PATR3,QALDE,RGI,DEFAUT,AGE_ENTREPRISE_ANS,DUREE_CONCOURS_MOIS,PERIODICITE_MOIS,FLAG_PERIODICITE_MANQUANTE,NBRE_ECHEANCES,REGION_RC_Béni Mellal-Khénifra,REGION_RC_Casablanca-Settat,REGION_RC_Dakhla-Oued Ed-Dahab,REGION_RC_Drâa-Tafilalet,REGION_RC_Fès-Meknès,REGION_RC_Guelmim-Oued Noun,REGION_RC_L'oriental,REGION_RC_Laâyoune-Sakia El Hamra,REGION_RC_Marrakech-Safi,REGION_RC_Rabat-Salé-Kénitra,REGION_RC_Souss-Massa,REGION_RC_Tanger-Tétouan-Al Hoceima,REGION_TIERS_Béni Mellal-Khénifra,REGION_TIERS_Casablanca-Settat,REGION_TIERS_Dakhla-Oued Ed-Dahab,REGION_TIERS_Drâa-Tafilalet,REGION_TIERS_Fès-Meknès,REGION_TIERS_Guelmim-Oued Noun,REGION_TIERS_L'oriental,REGION_TIERS_Laâyoune-Sakia El Hamra,REGION_TIERS_Marrakech-Safi,REGION_TIERS_Rabat-Salé-Kénitra,REGION_TIERS_Souss-Massa,REGION_TIERS_Tanger-Tétouan-Al Hoceima,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE CASABLANCA,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE FES,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE LAAYOUNE,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE MARRAKECH,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE RABAT,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE TANGER,CENTRE_AFFAIRE_CENTRE D’AFFAIRES D’OUJDA,VILLE_RC_FREQ,VILLE_TIERS_FREQ,FLAG_PAS_ASSOCIE,FLAG_DONNEES_FINANCIERES_MANQUANTES,RA1_FDR,RA3_BFDR,RA6_Tresorerie_nette,RA2_FDR_jours_CA,RA4_BFDR_jours_CA,RA5_Couverture_BFDR_FDR,RA7_TN_jours_CA,RA8_CP_sur_CapPermanents,RA9_CP_sur_TotalBilan,RA10_DLMT_sur_CAF,RA11_ChargesFin_sur_CA,RA12_ImmoNettes_sur_Bilan,RA13_AmortCumul_sur_ImmoBrutes,RA14_BeneficeNet_sur_CA,RA15_ResultatNet_sur_CP,RA16_CAF_sur_CA,RA17_DelaisCreancesClients,RA18_DelaisCreditsFournisseurs,RA19_Stocks_jours_CA,RA20_BFDR_jours_CA,EVOL_CA_N_N1,EVOL_CA_N1_N2,FLAG_RA1_FDR_NC,FLAG_RA3_BFDR_NC,FLAG_RA6_Tresorerie_nette_NC,FLAG_RA2_FDR_jours_CA_NC,FLAG_RA4_BFDR_jours_CA_NC,FLAG_RA5_Couverture_BFDR_FDR_NC,FLAG_RA7_TN_jours_CA_NC,FLAG_RA8_CP_sur_CapPermanents_NC,FLAG_RA9_CP_sur_TotalBilan_NC,FLAG_RA10_DLMT_sur_CAF_NC,FLAG_RA11_ChargesFin_sur_CA_NC,FLAG_RA12_ImmoNettes_sur_Bilan_NC,FLAG_RA13_AmortCumul_sur_ImmoBrutes_NC,FLAG_RA14_BeneficeNet_sur_CA_NC,FLAG_RA15_ResultatNet_sur_CP_NC,FLAG_RA16_CAF_sur_CA_NC,FLAG_RA17_DelaisCreancesClients_NC,FLAG_RA18_DelaisCreditsFournisseurs_NC,FLAG_RA19_Stocks_jours_CA_NC,FLAG_RA20_BFDR_jours_CA_NC,FLAG_EVOL_CA_N_N1_NC,FLAG_EVOL_CA_N1_N2_NC
98,1741,17,174,0.0,3,32,4.95,50.0,0.0,0.0,50.0,0.0,0.0,18206938.75,8011253.25,10195685.5,14853088.25,15388122.75,50.0,0.0,0.0,39771481.75,50.0,0.0,0.0,121621.5,50088788.75,19204685.5,18681663.0,26539513.0,4882878.0,2554051.5,2205203.0,19122603.5,2107855.75,623372.75,-136136.0,274524.25,35.0,0.0,0.0,1.0,5337832.5,15832066.25,21169898.75,8005747.75,27861083.25,1057806.75,50088788.75,25.5,0.0,0.0,19.46745,0.0,0.0,22.7525,33.0,0.0,0.0,0.5,47814.0,1,9.462012320328542,60.0,3.0,0,20.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.012422360248447204,0.012062726176115802,0,0,10974213.25,11910398.5,-936185.25,1000.0,1000.0,92.13976551666177,-1000.0,25.214256161711685,10.65674102570508,500.0,-284.7199564980968,20.355224700856837,44.001099580784825,500.0,5.142991092358181,500.0,500.0,150.71531394770594,1000.0,1000.0,-99.75102950787713,2.799657075496973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,4550,45,455,0.0,3,24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17696941.193991903,7239049.1334043145,10494936.916722622,5711624.613972619,14751896.664327338,0.0,0.0,0.0,24672445.857143342,0.0,0.0,0.0,936626.1695394691,36100427.35440215,23689402.432255726,17889398.211046387,35463800.705205336,9473299.257317152,2502156.240714975,1764434.9040538718,21066695.29673669,7026995.2010281375,1530573.3567460796,-489449.7146318286,713223.8350885716,0.0,0.0,0.0,0.0,11248784.191388477,3574801.479138362,14823585.67052684,9532926.419230485,15913281.269093791,5395102.20245469,36094790.188847594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.123887748117728,60.0,1.0,0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3242236024844721,0.3823884197828709,1,1,4328648.753804218,8759164.588049551,-4458476.032915221,,,49.4185114378368,,75.88436726043955,31.1596981414038,202.6031944236134,,29.071503264192945,40.90565173975922,,6.34045264762552,,,162.9042174191688,,,-100.0,32.421460760082695,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
100,1715,17,171,2.0,0,24,6.5,0.0,0.0,0.0,0.0,0.0,0.0,854353.5,294294.0,560059.5,314314.0,1847846.0,0.0,0.0,0.0,3390887.5,0.0,0.0,0.0,42542.5,3993489.5,3997.0,0.0,3923419.5,985484.5,-103103.0,160160.0,1935433.5,1079078.0,-168168.00000000023,-16016.000000000058,95095.0,0.0,0.0,0.0,0.0,1542040.5,0.0,1542040.5,1190689.5,2143141.0,308308.0,3993489.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7839.0,0,10.584531143052704,60.0,1.0,0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709,0,0,981981.0,1247746.5,-265765.5,1000.0,1000.0,78.70036101083032,-1000.0,100.0,38.613861386138616,0.0,-204.31177446102896,14.024313823787443,34.44639718804921,500.0,6.166828951639078,500.0,500.0,221.47401086113268,1000.0,1000.0,96.12209156867651,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,6033,60,603,3.0,82,22,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9259250.0,4058304.25,5200945.75,8961452.5,58311002.75,0.0,0.0,0.0,77898070.25,0.0,0.0,0.0,86586.5,83185602.5,82138.0,62208.25,82381799.5,6206200.0,2438686.25,1350349.0,52203901.75,3391388.0,2043541.5,-1348597.25,441190.75,0.0,0.0,0.0,0.0,10077317.25,0.0,10077317.25,24809034.25,48881833.0,24226452.25,83185602.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164599.0,0,8.336755646817249,60.0,1.0,0,60.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.07204968944099378,0.05066344993968637,0,0,4876371.5,29016237.25,-24139865.75,1000.0,1000.0,16.805664559418364,-1000.0,100.0,12.114256490478626,0.0,-500.0,6.252218645648447,43.82972972972973,268.03975115280167,4.378057562889567,500.0,500.0,171.08400005752443,1000.0,1000.0,100.39324064379458,32.03714941346204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6033,60,603,3.0,82,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9259250.0,4058304.25,5200945.75,8961452.5,58311002.75,0.0,0.0,0.0,77898070.25,0.0,0.0,0.0,86586.5,83185602.5,82138.0,62208.25,82381799.5,6206200.0,2438686.25,1350349.0,52203901.75,3391388.0,2043541.5,-1348597.25,441190.75,0.0,0.0,0.0,0.0,10077317.25,0.0,10077317.25,24809034.25,48881833.0,24226452.25,83185602.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164599.0,0,9.300479123887747,60.0,1.0,0,60.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.07204968944099378,0.05066344993968637,0,0,4876371.5,29016237.25,-24139865.75,1000.0,1000.0,16.805664559418364,-1000.0,100.0,12.114256490478626,0.0,-500.0,6.252218645648447,43.82972972972973,268.03975115280167,4.378057562889567,500.0,500.0,171.08400005752443,1000.0,1000.0,100.39324064379458,32.03714941346204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1320,13,132,0.0,11,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3907153.25,1052301.25,2854852.0,3065812.75,1239738.5,0.0,0.0,0.0,4414410.0,0.0,0.0,0.0,2502.5,7271764.5,3248.5,1723.0,4483479.0,969218.25,760760.0,512261.75,2083831.75,158157.99999999907,451701.25,-217217.0,203203.0,0.0,0.0,0.0,0.0,2421919.5,3479976.5,5901896.0,707957.25,1093342.25,368701.666666667,7271764.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7423.0,0,3.79192334017796,60.0,1.0,0,60.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0037267080745341614,0.0024125452352231603,0,0,3047044.0,3321067.75,-366199.166666667,1000.0,1000.0,91.74892623012583,-1000.0,41.036295793758484,33.305802188726,500.0,-500.0,39.259412210062635,26.932684301543585,500.0,8.390163256871254,500.0,500.0,122.30575237180257,1000.0,1000.0,128.50546406033553,88.53743470690657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,9301,93,930,1.0,0,35,6.25,0.0,0.0,0.0,0.0,0.0,0.0,142142.0,95095.0,47047.0,125125.0,617116.5,0.0,0.0,0.0,760760.0,0.0,0.0,0.0,163162.99999999988,970970.0,849849.0,837837.0,852351.5,535034.5,247747.5,245245.0,200700.5,285285.0,232232.0,0.0,229729.5,0.0,0.0,0.0,0.0,339339.0,0.0,339339.0,202202.0,590590.0000000019,41041.0,970970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.0,0,12.177960301163587,180.0,1.0,0,180.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709,0,0,292292.0,170169.99999999814,122121.99999999988,1000.0,1000.0,171.7647058823548,1000.0,100.0,34.94845360824742,0.0,0.0,4.845360824742269,66.90140845070422,500.0,67.69911504424779,500.0,500.0,362.69326683291774,1000.0,1000.0,-99.82902845093658,1.4336917562724014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,5121,51,512,5.0,8,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,839338.5,294043.75000000093,545294.75,1354853.5,3224721.5,0.0,0.0,0.0,5112107.0,0.0,0.0,0.0,422672.25,6080074.0,3893.25,4390.75,3655151.5,832331.5,404404.0,300300.0,2271519.25,413162.75,342592.25,-34034.0,238488.25,0.0,0.0,0.0,0.0,1531780.25,179179.0,1710959.25,3493990.5,4247243.0,121871.75,6080074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7303.0,0,8.848733744010952,84.0,1.0,0,84.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.02111801242236025,0.3823884197828709,0,0,1165664.5,864864.0,300800.5,1000.0,1000.0,134.78009259259258,1000.0,89.52757057188826,25.193447481066844,59.66666666666667,-466.0276598658085,8.968554494567007,35.032796660703745,500.0,15.569351413167784,500.0,500.0,500.0,1000.0,1000.0,87.58106980029538,-11.330638273643455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,5121,51,512,5.0,8,4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,839338.5,294043.75000000093,545294.75,1354853.5,3224721.5,0.0,0.0,0.0,5112107.0,0.0,0.0,0.0,422672.25,6080074.0,3893.25,4390.75,3655151.5,832331.5,404404.0,300300.0,2271519.25,413162.75,342592.25,-34034.0,238488.25,0.0,0.0,0.0,0.0,1531780.25,179179.0,1710959.25,3493990.5,4247243.0,121871.75,6080074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7303.0,0,9.73305954825462,84.0,1.0,0,84.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.02111801242236025,0.3823884197828709,0,0,1165664.5,864864.0,300800.5,1000.0,1000.0,134.78009259259258,1000.0,89.52757057188826,25.193447481066844,59.66666666666667,-466.0276598658085,8.968554494567007,35.032796660703745,500.0,15.569351413167784,500.0,500.0,500.0,1000.0,1000.0,87.58106980029538,-11.330638273643455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,5541,55,554,0.0,0,36,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17696941.193991903,7239049.1334043145,10494936.916722622,5711624.613972619,14751896.664327338,0.0,0.0,0.0,24672445.857143342,0.0,0.0,0.0,936626.1695394691,36100427.35440215,23689402.432255726,17889398.211046387,35463800.705205336,9473299.257317152,2502156.240714975,1764434.9040538718,21066695.29673669,7026995.2010281375,1530573.3567460796,-489449.7146318286,713223.8350885716,0.0,0.0,0.0,0.0,11248784.191388477,3574801.479138362,14823585.67052684,9532926.419230485,15913281.269093791,5395102.20245469,36094790.188847594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.507186858316222,132.0,1.0,0,132.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.011180124223602485,0.010856453558504222,1,1,4328648.753804218,8759164.588049551,-4458476.032915221,,,49.4185114378368,,75.88436726043955,31.1596981414038,202.6031944236134,,29.071503264192945,40.90565173975922,,6.34045264762552,,,162.9042174191688,,,-100.0,32.421460760082695,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
108,1534,15,153,52.0,100,9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,77283706.50000001,38024736.75,39258969.75,48391092.75,26274998.75,0.0,0.0,0.0,81337506.25,0.0,0.0,0.0,929929.0,121526405.0,76006180.25,36866738.5,82521439.0,18536017.5,10106096.0,7838330.5,55350295.0,8770261.5,5584078.5,-2315062.75,3366363.0,0.0,0.0,0.0,0.0,53040737.75,12171659.5,65212397.25,13518254.75,14454690.25,41859317.5,121526405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151468.0,0,43.0042984257358,84.0,3.0,0,28.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.08074534161490683,0.07117008443908324,0,0,25953427.5,66882816.0,-40929388.5,1000.0,1000.0,38.8043283045977,-1000.0,81.33535951248902,43.64544293892344,155.28382606474682,-500.0,32.30488859602158,49.20149210234889,500.0,6.346749956357837,500.0,500.0,87.92313952436929,1000.0,1000.0,-99.80071620557462,106.16464418190938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1744,17,174,80.0,5,25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,4222468.25,1484983.5,2737484.750000001,340840.5,25282006.75,0.0,0.0,0.0,32994211.25,0.0,0.0,0.0,1126875.75,36858571.75,37117330.25,16055678.75,47031484.5,31187906.75,2017265.25,638638.0,9678669.0,29149870.75,1465464.0,-881881.0,87337.25,0.0,0.0,0.0,0.0,3380877.499999999,0.0,3380877.5,6761254.5,28296017.75,5181676.5,36858571.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93969.0,1,9.234770704996578,60.0,1.0,0,60.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.07080745341614907,0.054282267792521106,0,0,643392.7499999991,4698193.5,-4054800.75,1000.0,1000.0,13.694471077021392,-1000.0,99.99999999999997,9.17256784373366,0.0,-500.0,7.426996272583462,35.16861257630534,92.94261937447456,2.583271650629164,500.0,500.0,251.48619298789947,1000.0,1000.0,-99.74683254596415,131.17882979565718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8031,80,803,14.0,55,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6173999.999999998,4539000.0,1635000.0,0.0,139000.0,0.0,0.0,0.0,390000.0,0.0,0.0,0.0,2795000.0,4820000.0,7915000.0,18832000.0,8023000.0,6524000.0,874000.0,809999.9999999999,485000.0,5594000.0,316000.0,0.0,252000.0,0.0,0.0,0.0,0.0,2971000.0,0.0,2971000.0,312000.0,1849000.0,0.0,4820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35.41683778234086,84.0,1.0,0,84.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709,1,0,1336000.0,-1459000.0,2795000.0,,,-91.56956819739548,,100.0,61.6390041493776,0.0,,33.921161825726145,73.51797862001946,,8.48199259508583,,,231.5876288659794,,,-100.0,-57.97047578589635,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
111,6710,67,671,0.0,230,23,5.3,0.0,0.0,0.0,0.0,0.0,0.0,78846267.5,18969200.25,59877067.25,734483.75,8887879.0,0.0,0.0,0.0,49236437.25,0.0,0.0,0.0,12435658.535299975,143484090.75,84396812.49999999,60881821.0,115317952.75,35379344.0,19341853.956424993,13392497.851075,61271460.25,12763751.0,9132373.25,-1885884.0,7468240.6798999915,0.0,0.0,0.0,0.0,58061753.75,10312051.75,68373805.5,17748981.25,63125062.0,11985223.25,143484090.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230405.5,0,14.119096509240247,60.0,1.0,0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709,0,0,8496738.25,-13888624.75,450435.2852999754,1000.0,-1000.0,-61.17767887709689,703.788332778476,84.9181251875764,40.465638696602326,76.99871872051311,-500.0,41.73080578970041,24.058463198654266,500.0,12.862581988233504,500.0,500.0,104.28400472143146,1000.0,-1000.0,-99.72699739104483,38.62399500172635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8511,85,851,17.0,0,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2029527.5,57557.5,1971970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.9999999998836,1974973.0,0.0,0.0,0.0,-32532.5,-32532.5,-43543.50000000023,0.0,0.0,-90590.5,-9509.5,-101601.5,0.0,0.0,0.0,0.0,1158157.0,483483.0,1641640.0,2502.5,332832.50000000186,500.5,1974973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0433401779603013,84.0,1.0,0,84.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.06459627329192547,0.06031363088057901,0,0,-330330.0,-332832.50000000186,2502.4999999998836,,,99.24812030075132,,70.54878048780488,58.641662442980234,-500.0,,99.84794728839331,2.8360049321824907,,-8.772687986171132,,,,,,,,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1
113,4521,45,452,6.0,0,24,5.75,0.0,0.0,0.0,0.0,0.0,0.0,9286277.0,3629125.4999999995,5657151.5,33722188.5,14287273.0,0.0,0.0,0.0,58992433.5,0.0,0.0,0.0,467467.00000000006,65117052.0,57983941.0,22457578.0,68323255.0,5766761.0,3302799.5,1869868.0,44962417.5,2361359.0,2371369.0,-1567566.0,938437.5,0.0,0.0,0.0,0.0,27479952.5,383383.0,27863335.5,22695673.0,30004975.0,7248741.5,65117052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93498.0,1,12.944558521560575,48.0,1.0,0,48.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.024844720496894408,0.020506634499396863,0,0,22206184.0,28987458.5,-6781274.5,1000.0,1000.0,76.60617780617089,-1000.0,98.62405920497207,42.2008547008547,20.50321199143469,-500.0,8.687665252413455,39.080521720383736,500.0,3.4149895273654494,500.0,500.0,181.71714810485892,1000.0,1000.0,-99.83875190546293,158.1932076557855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,4521,45,452,6.0,0,24,5.75,0.0,0.0,0.0,0.0,0.0,0.0,9286277.0,3629125.4999999995,5657151.5,33722188.5,14287273.0,0.0,0.0,0.0,58992433.5,0.0,0.0,0.0,467467.00000000006,65117052.0,57983941.0,22457578.0,68323255.0,5766761.0,3302799.5,1869868.0,44962417.5,2361359.0,2371369.0,-1567566.0,938437.5,0.0,0.0,0.0,0.0,27479952.5,383383.0,27863335.5,22695673.0,30004975.0,7248741.5,65117052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93498.0,0,12.944558521560575,48.0,1.0,0,48.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.024844720496894408,0.020506634499396863,0,0,22206184.0,28987458.5,-6781274.5,1000.0,1000.0,76.60617780617089,-1000.0,98.62405920497207,42.2008547008547,20.50321199143469,-500.0,8.687665252413455,39.080521720383736,500.0,3.4149895273654494,500.0,500.0,181.71714810485892,1000.0,1000.0,-99.83875190546293,158.1932076557855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,4529,45,452,6.0,0,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9286277.0,3629125.4999999995,5657151.5,33722188.5,14287273.0,0.0,0.0,0.0,58992433.5,0.0,0.0,0.0,467467.00000000006,65117052.0,57983941.0,22457578.0,68323255.0,5766761.0,3302799.5,1869868.0,44962417.5,2361359.0,2371369.0,-1567566.0,938437.5,0.0,0.0,0.0,0.0,27479952.5,383383.0,27863335.5,22695673.0,30004975.0,7248741.5,65117052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93498.0,0,13.021218343600275,48.0,1.0,0,48.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.024844720496894408,0.020506634499396863,0,0,22206184.0,28987458.5,-6781274.5,1000.0,1000.0,76.60617780617089,-1000.0,98.62405920497207,42.2008547008547,20.50321199143469,-500.0,8.687665252413455,39.080521720383736,500.0,3.4149895273654494,500.0,500.0,181.71714810485892,1000.0,1000.0,-99.83875190546293,158.1932076557855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,6033,60,603,0.0,0,23,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1364863.5,586252.333333333,925174.25,2610858.25,2995993.0,0.0,0.0,0.0,5737982.25,0.0,0.0,0.0,126125.99999999988,6789282.5,4267.75,4113.5,3257504.25,289539.25,37287.25,275275.0,2422420.0,240990.75,-5005.0,-12512.5,232982.75,0.0,0.0,0.0,0.0,3024021.0,1515514.0,4539535.0,298298.0,2249747.5,0.0,6789282.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6989.5,1,15.794661190965092,60.0,1.0,0,60.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.06459627329192547,0.06031363088057901,0,0,3614360.75,3488234.75,126125.99999999988,1000.0,1000.0,103.61575435827535,1000.0,66.61521499448733,44.541098415038704,500.0,-179.01852779168752,13.62698120162182,42.9531842073096,500.0,7.70440251572327,500.0,500.0,44.33057851239669,1000.0,1000.0,63.774822798898725,3.7498480612616993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,5050,50,505,24.0,18,4,6.5,0.0,0.0,0.0,0.0,0.0,0.0,17696941.193991903,7239049.1334043145,10494936.916722622,5711624.613972619,14751896.664327338,0.0,0.0,0.0,24672445.857143342,0.0,0.0,0.0,936626.1695394691,36100427.35440215,23689402.432255726,17889398.211046387,35463800.705205336,9473299.257317152,2502156.240714975,1764434.9040538718,21066695.29673669,7026995.2010281375,1530573.3567460796,-489449.7146318286,713223.8350885716,0.0,0.0,0.0,0.0,11248784.191388477,3574801.479138362,14823585.67052684,9532926.419230485,15913281.269093791,5395102.20245469,36094790.188847594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9507186858316223,60.0,1.0,0,60.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.009937888198757764,0.008443908323281062,1,1,4328648.753804218,8759164.588049551,-4458476.032915221,,,49.4185114378368,,75.88436726043955,31.1596981414038,202.6031944236134,,29.071503264192945,40.90565173975922,,6.34045264762552,,,162.9042174191688,,,-100.0,32.421460760082695,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
