,CODE_SECT_ACTIVITE,CODE_BRANCHE_ACTIVITE,CODE_SSBRANCHE_ACT,NBRE_EMPLOI_ACREER,NBRE_EMPLOI_EXIST,ID_IFP,TAUX_INTERET,AGE1,AGE2,AGE3,ANTP1,ANTP2,ANTP3,CU,CV,CW,DO,DU,ENGA1,ENGA2,ENGA3,ET,EXP1,EXP2,EXP3,FF,FI,GI2,GI3,HA1,HA3,HA4,HA5,HDG,HP,HZ,JCX,KW,LFAS1,LFAS2,LFAS3,LOCALE,LP,LV,MC,MD,MP,MT,MU,NIVED1,NIVED2,NIVED3,NOTE11,NOTE12,NOTE13,NOTE14,PATR1,PATR2,PATR3,QALDE,RGI,DEFAUT,AGE_ENTREPRISE_JOURS,AGE_ENTREPRISE_ANS,DUREE_CONCOURS_MOIS,PERIODICITE_MOIS,FLAG_PERIODICITE_MANQUANTE,NBRE_ECHEANCES,REGION_RC_Béni Mellal-Khénifra,REGION_RC_Casablanca-Settat,REGION_RC_Dakhla-Oued Ed-Dahab,REGION_RC_Drâa-Tafilalet,REGION_RC_Fès-Meknès,REGION_RC_Guelmim-Oued Noun,REGION_RC_L'oriental,REGION_RC_Laâyoune-Sakia El Hamra,REGION_RC_Marrakech-Safi,REGION_RC_Rabat-Salé-Kénitra,REGION_RC_Souss-Massa,REGION_RC_Tanger-Tétouan-Al Hoceima,REGION_TIERS_Béni Mellal-Khénifra,REGION_TIERS_Casablanca-Settat,REGION_TIERS_Dakhla-Oued Ed-Dahab,REGION_TIERS_Drâa-Tafilalet,REGION_TIERS_Fès-Meknès,REGION_TIERS_Guelmim-Oued Noun,REGION_TIERS_L'oriental,REGION_TIERS_Laâyoune-Sakia El Hamra,REGION_TIERS_Marrakech-Safi,REGION_TIERS_Rabat-Salé-Kénitra,REGION_TIERS_Souss-Massa,REGION_TIERS_Tanger-Tétouan-Al Hoceima,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE CASABLANCA,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE FES,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE LAAYOUNE,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE MARRAKECH,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE RABAT,CENTRE_AFFAIRE_CENTRE D’AFFAIRES DE TANGER,CENTRE_AFFAIRE_CENTRE D’AFFAIRES D’OUJDA,VILLE_RC_FREQ,VILLE_TIERS_FREQ
176,6340,63,634,3,14,24,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4665.0,12.772073921971252,120.0,1.0,0,120.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
177,3162,31,316,40,122,1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1663411.75,847346.5,816065.25,4622868.25,15092577.5,0.0,0.0,0.0,21606084.5,0.0,0.0,0.0,143143.0,22565292.75,29140.75,26619.0,32793761.0,6224968.75,1744492.75,955454.5,24695170.5,4277773.5,1149898.75,-257507.25,397397.0,0.0,0.0,0.0,0.0,3343340.0,10510.5,3353850.5,12747735.0,16516249.75,2695192.5,22565292.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64160.5,0,8998.0,24.635181382614647,96.0,1.0,0,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
178,3162,31,316,40,122,1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1663411.75,847346.5,816065.25,4622868.25,15092577.5,0.0,0.0,0.0,21606084.5,0.0,0.0,0.0,143143.0,22565292.75,29140.75,26619.0,32793761.0,6224968.75,1744492.75,955454.5,24695170.5,4277773.5,1149898.75,-257507.25,397397.0,0.0,0.0,0.0,0.0,3343340.0,10510.5,3353850.5,12747735.0,16516249.75,2695192.5,22565292.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64160.5,0,8998.0,24.635181382614647,96.0,1.0,0,96.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
179,3162,31,316,10,122,9,5.75,0.0,0.0,0.0,0.0,0.0,0.0,1663411.75,847346.5,816065.25,4622868.25,15092577.5,0.0,0.0,0.0,21606084.5,0.0,0.0,0.0,143143.0,22565292.75,29140.75,26619.0,32793761.0,6224968.75,1744492.75,955454.5,24695170.5,4277773.5,1149898.75,-257507.25,397397.0,0.0,0.0,0.0,0.0,3343340.0,10510.5,3353850.5,12747735.0,16516249.75,2695192.5,22565292.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64160.5,0,9249.0,25.322381930184804,84.0,3.0,0,28.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
180,4529,45,452,2,30,24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3222969.75,383633.25,2839336.5,11059381.666666666,2270768.5,0.0,0.0,0.0,11478967.5,0.0,0.0,0.0,1001750.75,15320054.75,12496233.75,6183606.0,9804544.75,4053049.0,3742488.75,2575072.5,4892637.75,201201.0,3603349.75,-17267.25,2435933.5,0.0,0.0,0.0,0.0,9200441.25,0.0,9200441.25,1615363.75,5875870.0,243743.5,15320054.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19589.5,1,2000.0,5.475701574264202,60.0,1.0,0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
181,117,1,11,0,150,34,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1620.0,4.435318275154004,36.0,1.0,0,36.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.012422360248447204,0.012062726176115802
182,4543,45,454,0,450,23,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2335333.0,1177926.75,1157406.25,12959947.0,29621091.5,0.0,0.0,0.0,48625326.75,0.0,0.0,0.0,342592.25,50125325.25,22854367.5,43925.75,55668362.75,9489480.0,1705203.5,1015264.25,41878086.25,7740733.0,1359358.0,-286035.75,765264.5,0.0,0.0,0.0,0.0,5946190.25,776776.0,6722966.25,29809029.25,42267975.75,1134383.25,50125325.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107730.5,0,3265.0,8.93908281998631,48.0,1.0,0,48.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
183,1742,17,174,2,0,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1301800.5,862361.5,439439.0,150150.0,2361359.0,0.0,0.0,0.0,3325822.5,0.0,0.0,0.0,42042.0,3807303.5,3192689.5,3527023.5,3123120.0,821320.5,306806.5,241241.0,1558557.0,509008.5,204704.5,-44044.0,139139.0,0.0,0.0,0.0,0.0,1060059.0,0.0,1060059.0,297797.5,2740237.5,7007.0,3807303.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6962.0,0,5684.0,15.561943874058864,120.0,1.0,0,120.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
184,1553,15,155,5,30,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26770744.0,9222963.75,17547780.25,5144139.0,2110358.25,0.0,0.0,0.0,8384125.75,0.0,0.0,0.0,322071.75,26253977.75,22732.5,19637.0,28632854.25,7512505.0,3781277.5,3385632.25,16476209.75,3588835.25,1388387.0,-151651.5,992741.75,0.0,0.0,0.0,0.0,8565306.75,13638625.0,22203931.75,1891890.0,3720967.25,329078.75,26253977.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57484.0,0,3285.0,8.993839835728952,60.0,1.0,0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
185,6033,60,603,4,100,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23217194.0,15558543.0,7658651.0,1356355.0,24974199.25,0.0,0.0,0.0,28220192.0,0.0,0.0,0.0,47047.0,35925890.0,39227438.25,31032751.75,38427639.25,11367856.5,6405148.75,2624371.75,13069556.5,4778774.0,1083332.25,-506255.75,650149.5,0.0,0.0,0.0,0.0,7319812.5,3253.25,7323065.75,11873862.0,23594070.5,5008753.75,35925890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76778.5,0,7761.0,21.248459958932237,48.0,1.0,0,48.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
186,6033,60,603,7,100,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23217194.0,15558543.0,7658651.0,1356355.0,24974199.25,0.0,0.0,0.0,28220192.0,0.0,0.0,0.0,47047.0,35925890.0,39227438.25,31032751.75,38427639.25,11367856.5,6405148.75,2624371.75,13069556.5,4778774.0,1083332.25,-506255.75,650149.5,0.0,0.0,0.0,0.0,7319812.5,3253.25,7323065.75,11873862.0,23594070.5,5008753.75,35925890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76778.5,1,8248.0,22.581793292265573,60.0,1.0,0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
187,6033,60,603,4,14,23,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5894.0,16.136892539356605,48.0,1.0,0,48.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
188,1412,14,141,3,220,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15456441.0,5796540.75,9659900.25,328328.0,5711706.0,0.0,0.0,0.0,13275262.0,0.0,0.0,0.0,126126.0,23061288.25,27740.5,19801.25,38519731.25,3566312.75,3327824.5,1979227.25,29358329.0,122622.5,1346345.0,-681180.5,-22772.75,0.0,0.0,0.0,0.0,8041033.0,630880.25,8671913.25,3280277.0,5350094.75,9039280.25,23061288.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76694.0,0,2553.0,6.9897330595482545,48.0,1.0,0,48.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.009937888198757764,0.3823884197828709
189,8512,85,851,2,13,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1564563.0,573573.0,990990.0,74074.0,0.0,0.0,0.0,0.0,104604.5,0.0,0.0,0.0,10010.0,1105604.5,1156655.5,1207.5,2759757.0,676175.5,275275.0,135635.5,576576.0,367867.5,149149.0,-10510.5,9509.5,0.0,0.0,0.0,0.0,642642.0,0.0,642642.0,59559.5,352352.0,110610.5,1105604.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5514.0,0,8771.0,24.01368925393566,96.0,1.0,0,96.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.02111801242236025,0.016887816646562123
190,4529,45,452,10,22,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3426423.0,2427925.5,998497.5,9059550.5,2958956.0,0.0,0.0,0.0,12361349.0,0.0,0.0,0.0,235735.5,13595582.0,3847343.5,7693686.0,6319813.5,866866.0,505505.0,268268.0,5145640.5,350350.0,207707.5,-4004.0,-29529.5,0.0,0.0,0.0,0.0,11081070.0,258258.0,11339328.0,509008.5,2256254.0,0.0,13595582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12687.0,0,5530.0,15.14031485284052,48.0,1.0,0,48.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.016149068322981366,0.015681544028950542
191,4529,45,452,10,22,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3426423.0,2427925.5,998497.5,9059550.5,2958956.0,0.0,0.0,0.0,12361349.0,0.0,0.0,0.0,235735.5,13595582.0,3847343.5,7693686.0,6319813.5,866866.0,505505.0,268268.0,5145640.5,350350.0,207707.5,-4004.0,-29529.5,0.0,0.0,0.0,0.0,11081070.0,258258.0,11339328.0,509008.5,2256254.0,0.0,13595582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12687.0,1,5580.0,15.277207392197125,48.0,1.0,0,48.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.016149068322981366,0.015681544028950542
192,5162,51,516,0,80,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28535757.25,8664405.75,19871351.5,1867365.5,6797290.5,0.0,0.0,0.0,11779017.25,0.0,0.0,0.0,300300.0,31950668.75,7246972.75,14622.25,16225709.5,4342838.5,3581077.5,2555803.25,9664404.75,724223.5,1736735.0,-708958.25,703452.75,0.0,0.0,0.0,0.0,6339082.75,12983220.25,19322303.0,5897892.0,7955948.0,4672417.75,31950668.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31507.0,0,3308.0,9.05681040383299,36.0,1.0,0,36.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.06459627329192547,0.06031363088057901
193,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,84.0,12.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
194,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,24.0,12.0,0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
195,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,84.0,12.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
196,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,24.0,12.0,0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
197,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,84.0,12.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
198,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,24.0,12.0,0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
199,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,84.0,12.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
200,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,84.0,12.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
201,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,84.0,12.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
202,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,84.0,12.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
203,127,1,12,5,18,7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4104.0,11.236139630390143,84.0,12.0,0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.013268998793727383
204,4523,45,452,0,400,25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6064558.5,1590589.0,4473969.5,15663648.0,27457179.75,0.0,0.0,0.0,44625581.0,0.0,0.0,0.0,166166.0,49265716.5,28593.75,24946.0,36799763.0,6726970.25,2113611.5,658407.75,25016992.0,4497493.0,1837085.25,-857106.25,381881.5,0.0,0.0,0.0,0.0,8079821.75,0.0,8079821.75,6384127.75,17125608.5,24060286.25,49265716.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71011.0,0,5019.0,13.741273100616016,48.0,1.0,0,48.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.07204968944099378,0.007237635705669481
205,5531,55,553,0,110,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9465456.0,4112358.25,5353097.75,294544.25,198948.75,0.0,0.0,0.0,15642376.75,0.0,0.0,0.0,359859.5,21355334.0,18815.75,17548.0,22278005.75,6462205.75,1561560.0,1904903.0,9921161.25,4834830.0,490990.5,703953.25,739739.0,0.0,0.0,0.0,0.0,3741988.25,1971219.25,5713207.5,12809797.0,13822308.5,1819818.0,21355334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43902.5,0,2323.0,6.360027378507871,60.0,1.0,0,60.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.08074534161490683,0.3823884197828709
206,7421,74,742,2,7,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,317317.0,104604.5,212712.5,319319.0,1208707.5,0.0,0.0,0.0,2290288.0,0.0,0.0,0.0,1001.0,2504001.5,2006504.5,990990.0,3592589.0,575575.0,487987.5,483483.0,2764762.0,87587.5,450950.5,0.0,446446.0,0.0,0.0,0.0,0.0,789288.5,80580.5,869869.0,94594.5,1135634.5,498498.0,2504001.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7178.0,0,2239.0,6.1300479123887746,120.0,1.0,0,120.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
207,4543,45,454,3,193,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2419667.25,836585.75,1583081.5,8647138.5,11029268.25,0.0,0.0,0.0,20827056.25,0.0,0.0,0.0,726475.75,23136613.5,16890373.5,9021132.25,18670401.75,5071316.25,1128377.25,774523.75,12496484.0,3928174.25,924423.5,-199449.25,575074.5,0.0,0.0,0.0,0.0,2626624.0,0.0,2626624.0,7444937.5,17456939.5,3053050.0,23136613.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32473.5,1,6007.0,16.44626967830253,60.0,1.0,0,60.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.07204968944099378,0.3823884197828709
208,5533,55,553,10,220,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20562792.25,8594586.0,11968206.25,1211460.25,449699.25,0.0,0.0,0.0,4954699.75,0.0,0.0,0.0,751500.75,17674406.75,34547262.75,33758474.75,34155121.0,13943179.25,4750245.5,3286783.5,11732721.0,8585827.25,3513760.25,-204704.5,1998496.5,0.0,0.0,0.0,0.0,7464457.0,3656653.0,11121110.0,4247743.5,5374869.5,1178427.25,17674406.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68247.0,0,7325.0,20.05475701574264,48.0,1.0,0,48.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.07204968944099378,0.05066344993968637
209,2722,27,272,64,120,3,4.16,0.0,0.0,0.0,0.0,0.0,0.0,96139043.0,33670136.5,62468906.5,34986451.5,31416635.25,0.0,0.0,0.0,86399062.75,0.0,0.0,0.0,3693439.75,152561409.0,30075179.75,30939645.5,74615541.0,9036777.75,3363360.0,289167.4360575,61690629.0,5434679.25,352730.9360575,-3560056.5,-2641260.0639425,0.0,0.0,0.0,0.0,16080564.5,49464164.75,65544729.25,35460675.25,48749450.75,38267229.0,152561409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141490.0,0,15319.0,41.94113620807666,84.0,3.0,0,28.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.07080745341614907,0.054282267792521106
210,5161,51,516,0,19,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6118112.0,2522520.0,3595592.0,3739485.75,11468206.75,0.0,0.0,0.0,16765749.0,0.0,0.0,0.0,9759.75,20371100.75,26786.25,24395.25,28003976.0,7475217.75,2901398.5,2556303.75,17629361.75,4433679.25,1072321.25,-398398.0,279779.5,0.0,0.0,0.0,0.0,3080827.75,1482981.5,4563809.25,5981225.25,11492230.75,4315811.5,20371851.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55952.0,0,7410.0,20.28747433264887,60.0,1.0,0,60.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3242236024844721,0.3823884197828709
211,4521,45,452,200,300,22,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9949439.5,6779773.0,3169666.5,19986466.5,59257198.0,0.0,0.0,0.0,87824987.25,0.0,0.0,0.0,1704202.5,92698856.25,78956627.75,37486777.75,107920062.25,14138874.75,6062556.5,2157155.0,83746663.0,7951944.0,5361856.5,-2281779.5,1456455.0,0.0,0.0,0.0,0.0,18295777.5,0.0,18295777.5,31116835.75,51289488.25,23113590.5,92698856.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210527.0,1,5861.0,16.046543463381244,36.0,1.0,0,36.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.08074534161490683,0.07117008443908324
212,6033,60,603,4,0,24,5.3,0.0,0.0,0.0,0.0,0.0,0.0,16084568.5,3888885.0,12195683.5,0.0,11726715.0,0.0,0.0,0.0,14134620.5,0.0,0.0,0.0,1288287.0,27618591.0,24819294.5,0.0,27402875.5,3357854.5,2944942.0,2937935.0,22987464.5,355855.5,1238237.0,-7007.0,1231230.0,0.0,0.0,0.0,0.0,7903395.5,0.0,7903395.5,12217205.0,19715195.5,0.0,27618591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54751.0,1,2496.0,6.833675564681725,48.0,1.0,0,48.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3242236024844721,0.3823884197828709
213,6033,60,603,6,0,20,5.3,0.0,0.0,0.0,0.0,0.0,0.0,16084568.5,3888885.0,12195683.5,0.0,11726715.0,0.0,0.0,0.0,14134620.5,0.0,0.0,0.0,1288287.0,27618591.0,24819294.5,0.0,27402875.5,3357854.5,2944942.0,2937935.0,22987464.5,355855.5,1238237.0,-7007.0,1231230.0,0.0,0.0,0.0,0.0,7903395.5,0.0,7903395.5,12217205.0,19715195.5,0.0,27618591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54751.0,0,2497.0,6.836413415468857,36.0,1.0,0,36.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3242236024844721,0.3823884197828709
214,6062,60,606,0,85,24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12646634.0,5998492.5,6648141.5,126126.0,10995234.25,0.0,0.0,0.0,16877861.0,0.0,0.0,0.0,141141.0,23667143.5,26858.75,17332.75,38269981.75,6529773.25,3910656.75,3032279.25,23693419.75,2435433.0,1892891.0,-677677.0,1014763.75,0.0,0.0,0.0,0.0,4617613.0,1188937.75,5806550.75,14266752.5,16705438.75,1155154.0,23667143.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76463.5,0,2905.0,7.953456536618754,48.0,1.0,0,48.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.07080745341614907,0.3823884197828709
215,6062,60,606,0,85,24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12646634.0,5998492.5,6648141.5,126126.0,10995234.25,0.0,0.0,0.0,16877861.0,0.0,0.0,0.0,141141.0,23667143.5,26858.75,17332.75,38269981.75,6529773.25,3910656.75,3032279.25,23693419.75,2435433.0,1892891.0,-677677.0,1014763.75,0.0,0.0,0.0,0.0,4617613.0,1188937.75,5806550.75,14266752.5,16705438.75,1155154.0,23667143.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76463.5,0,2915.0,7.9808350444900755,48.0,1.0,0,48.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.07080745341614907,0.3823884197828709
