,IDENTIFIANT_CREDIT,IDENTIFIANT_TIERS,VILLE_RC,REGION_RC,VILLE_TIERS,REGION_TIERS,DATE_CREATION_ENTREPRISE,CODE_SECT_ACTIVITE,CODE_BRANCHE_ACTIVITE,CODE_SSBRANCHE_ACT,NBRE_EMPLOI_ACREER,NBRE_EMPLOI_EXIST,ID_IFP,TAUX_INTERET,PERIODICITE,DATE_ACCORD,DUREE_CONCOURS,UNITE_DUREE_CONCOURS,DATE_PREMIER_DEBLOCAGE,CENTRE_AFFAIRE,FINALITE_CREDIT,CLASSE_RISQUE,NBRE_JOUR_IMPAYE,MONTANT_DEMANDE_MEJ,AGE1,AGE2,AGE3,ANTP1,ANTP2,ANTP3,CU,CV,CW,DO,DU,ENGA1,ENGA2,ENGA3,ET,EXP1,EXP2,EXP3,FF,FI,GI2,GI3,HA1,HA3,HA4,HA5,HDG,HP,HZ,JCX,KW,LFAS1,LFAS2,LFAS3,LOCALE,LP,LV,MC,MD,MP,MT,MU,NIVED1,NIVED2,NIVED3,NOTE11,NOTE12,NOTE13,NOTE14,PATR1,PATR2,PATR3,QALDE,RGI,DEFAUT
106,3128661,01C1260,KENITRA,Rabat-Salé-Kénitra,CASABLANCA,Casablanca-Settat,10/02/2010,5121,51,512,5,8,4,6.0,Mensuelle,05/11/2019,84.0,mois,29/01/2020,CENTRE D’AFFAIRES DE RABAT,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,839338.5,294043.75,545294.75,1354853.5,3224721.5,0.0,0.0,0.0,5112107.0,0.0,0.0,0.0,422672.25,6080074.0,3893.25,4390.75,3655151.5,832331.5,404404.0,300300.0,2271519.25,413162.75,342592.25,-34034.0,238488.25,0.0,0.0,0.0,0.0,1531780.25,179179.0,1710959.25,3493990.5,4247243.0,121871.75,6080074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7303.0,0
107,3061685,01C1349,SALE,Rabat-Salé-Kénitra,SALE,Rabat-Salé-Kénitra,10/11/2006,5541,55,554,0,0,36,9.2,Mensuelle,14/05/2018,132.0,mois,08/08/2017,,Développement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
108,3080597,01C1363,MARRAKECH,Marrakech-Safi,MARRAKECH,Marrakech-Safi,01/01/1947,1534,15,153,52,100,9,4.5,Trimestrielle,19/11/2018,7.0,an(s),28/02/2019,CENTRE D’AFFAIRES DE MARRAKECH,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,77283706.5,38024736.75,39258969.75,48391092.75,26274998.75,0.0,0.0,0.0,81337506.25,0.0,0.0,0.0,929929.0,121526405.0,76006180.25,36866738.5,82521439.0,18536017.5,10106096.0,7838330.5,55350295.0,8770261.5,5584078.5,-2315062.75,3366363.0,0.0,0.0,0.0,0.0,53040737.75,12171659.5,65212397.25,13518254.75,14454690.25,41859317.5,121526405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151468.0,0
109,3087766,01C1381,TANGER,Tanger-Tétouan-Al Hoceima,TANGER,Tanger-Tétouan-Al Hoceima,08/10/2009,1744,17,174,80,5,25,7.5,Mensuelle,02/01/2019,60.0,mois,30/01/2019,CENTRE D’AFFAIRES DE TANGER,Développement,A,6669.0,,0.0,0.0,0.0,0.0,0.0,0.0,4222468.25,1484983.5,2737484.75,340840.5,25282006.75,0.0,0.0,0.0,32994211.25,0.0,0.0,0.0,1126875.75,36858571.75,37117330.25,16055678.75,47031484.5,31187906.75,2017265.25,638638.0,9678669.0,29149870.75,1465464.0,-881881.0,87337.25,0.0,0.0,0.0,0.0,3380877.5,0.0,3380877.5,6761254.5,28296017.75,5181676.5,36858571.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93969.0,1
110,3111726,01C1506,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,03/02/1984,8031,80,803,14,55,6,7.0,Mensuelle,05/07/2019,84.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,,,,,,,6174000.0,4539000.0,1635000.0,0.0,139000.0,,,,390000.0,,,,2795000.0,4820000.0,7915000.0,18832000.0,8023000.0,6524000.0,874000.0,810000.0,485000.0,5594000.0,316000.0,0.0,252000.0,,,,,2971000.0,0.0,2971000.0,312000.0,1849000.0,0.0,4820000.0,,,,,,,,,,,,,0
111,3059092,01C1559,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,05/03/2004,6710,67,671,0,230,23,5.3,Mensuelle,18/04/2018,60.0,mois,25/02/2019,CENTRE D’AFFAIRES DE CASABLANCA,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,78846267.5,18969200.25,59877067.25,734483.75,8887879.0,0.0,0.0,0.0,49236437.25,0.0,0.0,0.0,34370586.25,143484090.75,84396812.5,60881821.0,115317952.75,35379344.0,21131110.0,21703932.25,61271460.25,12763751.0,21899377.5,-1885884.0,12257995.75,0.0,0.0,0.0,0.0,58061753.75,10312051.75,68373805.5,17748981.25,63125062.0,11985223.25,143484090.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230405.5,0
112,3096845,01C1606,FES,Fès-Meknès,FES,Fès-Meknès,18/06/2020,8511,85,851,17,0,4,5.0,Mensuelle,07/03/2019,7.0,an(s),,CENTRE D’AFFAIRES DE FES,Développement,C,,389532.11,0.0,0.0,0.0,0.0,0.0,0.0,2029527.5,57557.5,1971970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.0,1974973.0,0.0,0.0,0.0,-32532.5,-32532.5,-43543.5,0.0,0.0,-90590.5,-9509.5,-101601.5,0.0,0.0,0.0,0.0,1158157.0,483483.0,1641640.0,2502.5,332832.5,500.5,1974973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
113,3106878,01C1628,MOHAMMEDIA,Casablanca-Settat,MOHAMMEDIA,Casablanca-Settat,05/06/2006,4521,45,452,6,0,24,5.75,Mensuelle,16/05/2019,48.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,732000.0,0.0,0.0,0.0,0.0,0.0,0.0,9286277.0,3629125.5,5657151.5,33722188.5,14287273.0,0.0,0.0,0.0,58992433.5,0.0,0.0,0.0,467467.0,65117052.0,57983941.0,22457578.0,68323255.0,5766761.0,3302799.5,1869868.0,44962417.5,2361359.0,2371369.0,-1567566.0,938437.5,0.0,0.0,0.0,0.0,27479952.5,383383.0,27863335.5,22695673.0,30004975.0,7248741.5,65117052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93498.0,1
114,3106909,01C1628,MOHAMMEDIA,Casablanca-Settat,MOHAMMEDIA,Casablanca-Settat,05/06/2006,4521,45,452,6,0,24,5.75,Mensuelle,16/05/2019,48.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,D,,,0.0,0.0,0.0,0.0,0.0,0.0,9286277.0,3629125.5,5657151.5,33722188.5,14287273.0,0.0,0.0,0.0,58992433.5,0.0,0.0,0.0,467467.0,65117052.0,57983941.0,22457578.0,68323255.0,5766761.0,3302799.5,1869868.0,44962417.5,2361359.0,2371369.0,-1567566.0,938437.5,0.0,0.0,0.0,0.0,27479952.5,383383.0,27863335.5,22695673.0,30004975.0,7248741.5,65117052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93498.0,0
115,3110297,01C1628,MOHAMMEDIA,Casablanca-Settat,MOHAMMEDIA,Casablanca-Settat,05/06/2006,4529,45,452,6,0,24,5.0,Mensuelle,13/06/2019,48.0,mois,,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,9286277.0,3629125.5,5657151.5,33722188.5,14287273.0,0.0,0.0,0.0,58992433.5,0.0,0.0,0.0,467467.0,65117052.0,57983941.0,22457578.0,68323255.0,5766761.0,3302799.5,1869868.0,44962417.5,2361359.0,2371369.0,-1567566.0,938437.5,0.0,0.0,0.0,0.0,27479952.5,383383.0,27863335.5,22695673.0,30004975.0,7248741.5,65117052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93498.0,0
116,3130932,01C1638,FES,Fès-Meknès,FES,Fès-Meknès,09/02/2004,6033,60,603,0,0,23,7.0,Mensuelle,26/11/2019,60.0,mois,05/12/2019,CENTRE D’AFFAIRES DE FES,Développement,D,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,1364863.5,586252.3333333334,925174.25,2610858.25,2995993.0,0.0,0.0,0.0,5737982.25,0.0,0.0,0.0,126126.0,6789282.5,4267.75,4113.5,3257504.25,289539.25,37287.25,275275.0,2422420.0,240990.75,-5005.0,-12512.5,232982.75,0.0,0.0,0.0,0.0,3024021.0,1515514.0,4539535.0,298298.0,2249747.5,0.0,6789282.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6989.5,1
117,3076032,01C1755,TIZNIT,Souss-Massa,TIZNIT,Souss-Massa,15/10/2014,5050,50,505,24,18,4,6.5,Mensuelle,27/09/2018,60.0,mois,02/04/2019,CENTRE D’AFFAIRES D'AGADIR,Développement,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
118,3068040,01C1759,ESSAOUIRA,Marrakech-Safi,ESSAOUIRA,Marrakech-Safi,02/12/2010,5533,55,553,10,50,5,9.0,Mensuelle,05/07/2018,84.0,mois,,CENTRE D’AFFAIRES D'AGADIR,Développement,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
119,3113994,01C1804,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,03/07/2015,5511,55,551,10,45,39,6.0,Mensuelle,18/07/2019,7.0,an(s),28/01/2021,CENTRE D’AFFAIRES DE RABAT,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,8831072.25,3227724.5,5603347.75,73573.5,1337336.0,0.0,0.0,0.0,2659156.5,0.0,0.0,0.0,1992991.0,10255495.25,16691174.5,15238223.0,17284016.75,5554298.75,2629126.5,2134882.75,4823068.25,2761508.75,1602100.5,-58558.5,1107856.75,0.0,0.0,0.0,0.0,3836582.75,0.0,3836582.75,3624871.25,6418912.5,0.0,10255495.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34486.0,0
120,3061232,01C317,SAFI,Marrakech-Safi,SAFI,Marrakech-Safi,01/10/2001,1586,15,158,46,600,1,5.0,Trimestrielle,30/04/2018,5.0,an(s),15/07/2019,CENTRE D’AFFAIRES DE MARRAKECH,Développement,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
121,3063111,01C666,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,03/02/1993,2710,27,271,10,259,22,5.0,Mensuelle,21/05/2018,60.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,B,,142257.0,0.0,0.0,0.0,0.0,0.0,0.0,8955446.5,3631628.0,5323818.5,7969211.25,31231200.0,0.0,0.0,0.0,44289245.0,0.0,0.0,0.0,524774.25,50137837.75,29031445.5,41605.5,53915361.5,15791025.25,3549546.0,2614862.25,30540259.75,12199687.5,2666914.25,-987987.0,1732731.0,0.0,0.0,0.0,0.0,9078319.25,4538283.75,13616603.0,17388871.5,26173897.75,10347337.0,50137837.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106796.5,1
122,3137384,01C710,TAN TAN,Guelmim-Oued Noun,TAN TAN,Guelmim-Oued Noun,16/04/2009,4529,45,452,1,34,25,7.0,Mensuelle,31/12/2019,60.0,mois,03/03/2020,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,D,148.0,,0.0,0.0,0.0,0.0,0.0,0.0,4731727.0,2951448.5,1780278.5,559058.5,2128126.0,0.0,0.0,0.0,2961959.0,0.0,0.0,0.0,183433.25,4925670.75,522154.0,520.0,5273268.0,1298297.0,1021020.0,911911.0,3949946.0,275275.0,570319.75,-13513.5,461210.75,0.0,0.0,0.0,0.0,3827073.25,559058.5,4386131.75,510009.5,539539.0,0.0,4925670.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10536.0,1
123,3137385,01C710,TAN TAN,Guelmim-Oued Noun,TAN TAN,Guelmim-Oued Noun,16/04/2009,4529,45,452,1,34,25,7.0,Mensuelle,31/12/2019,60.0,mois,03/03/2020,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,D,148.0,,0.0,0.0,0.0,0.0,0.0,0.0,4731727.0,2951448.5,1780278.5,559058.5,2128126.0,0.0,0.0,0.0,2961959.0,0.0,0.0,0.0,183433.25,4925670.75,522154.0,520.0,5273268.0,1298297.0,1021020.0,911911.0,3949946.0,275275.0,570319.75,-13513.5,461210.75,0.0,0.0,0.0,0.0,3827073.25,559058.5,4386131.75,510009.5,539539.0,0.0,4925670.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10536.0,1
124,3112224,01C735,BERRECHID,Casablanca-Settat,CASABLANCA,Casablanca-Settat,09/05/2007,2524,25,252,4,150,23,5.8,Mensuelle,27/06/2019,60.0,mois,05/07/2019,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,29615586.0,8818309.5,20797276.5,29133104.0,1413161.75,0.0,0.0,0.0,35827041.25,0.0,0.0,0.0,242242.0,56866559.75,68055.25,53333.5,86536450.0,13180417.25,8445937.5,4832577.75,58866307.5,4691186.5,6935428.5,-267267.0,3322068.75,0.0,0.0,0.0,0.0,18271002.75,3082329.25,21353332.0,21735213.5,27576549.0,7936678.75,56866559.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172900.0,0
125,3114513,01C735,BERRECHID,Casablanca-Settat,CASABLANCA,Casablanca-Settat,09/05/2007,2524,25,252,3,150,23,5.8,Mensuelle,10/07/2019,60.0,mois,25/12/2019,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,29615586.0,8818309.5,20797276.5,29133104.0,1413161.75,0.0,0.0,0.0,35827041.25,0.0,0.0,0.0,242242.0,56866559.75,68055.25,53333.5,86536450.0,13180417.25,8445937.5,4832577.75,58866307.5,4691186.5,6935428.5,-267267.0,3322068.75,0.0,0.0,0.0,0.0,18271002.75,3082329.25,21353332.0,21735213.5,27576549.0,7936678.75,56866559.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172900.0,0
126,3124972,01C735,BERRECHID,Casablanca-Settat,CASABLANCA,Casablanca-Settat,09/05/2007,2524,25,252,2,150,24,5.5,Mensuelle,07/10/2019,60.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,29615586.0,8818309.5,20797276.5,29133104.0,1413161.75,0.0,0.0,0.0,35827041.25,0.0,0.0,0.0,242242.0,56866559.75,68055.25,53333.5,86536450.0,13180417.25,8445937.5,4832577.75,58866307.5,4691186.5,6935428.5,-267267.0,3322068.75,0.0,0.0,0.0,0.0,18271002.75,3082329.25,21353332.0,21735213.5,27576549.0,7936678.75,56866559.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172900.0,0
127,3087928,01C743,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,12/03/2007,5249,52,524,0,1,35,6.25,Mensuelle,04/01/2019,15.0,an(s),,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
128,3066813,01C878,DAKHLA,Dakhla-Oued Ed-Dahab,DAKHLA,Dakhla-Oued Ed-Dahab,08/09/1999,1522,15,152,27,0,29,5.25,Trimestrielle,23/06/2018,7.0,an(s),27/07/2018,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,B,1735.0,,0.0,0.0,0.0,0.0,0.0,0.0,16052036.0,5416411.0,10635625.0,1443191.75,2254001.75,0.0,0.0,0.0,5096841.75,0.0,0.0,0.0,20770.75,15753237.5,14499985.5,10151641.5,16892625.75,3742238.5,1855603.75,1671169.5,12699436.75,1858106.25,732231.5,-184434.25,547797.25,0.0,0.0,0.0,0.0,4117363.25,9707948.25,13825311.5,726726.0,830579.75,1097346.25,15753237.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32107.5,1
129,3126677,01C899,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,08/08/1991,9002,90,900,5,3025,22,6.0,Mensuelle,18/10/2019,48.0,mois,22/01/2020,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,48732934.25,28482203.75,20250730.5,1185684.5,51185884.75,0.0,0.0,0.0,62195883.75,0.0,0.0,0.0,643392.75,83090007.0,48900841.5,83195.75,99105506.5,40393353.0,6315559.25,5513508.0,35837802.0,33803519.75,2482730.25,-59309.25,1677425.75,0.0,0.0,0.0,0.0,13161148.0,15745730.0,28906878.0,16636119.5,52638335.75,1544793.25,83090007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196373.5,0
130,3093166,01C927,TETOUAN,Tanger-Tétouan-Al Hoceima,TETOUAN,Tanger-Tétouan-Al Hoceima,04/04/2004,1320,13,132,0,112,24,6.0,Mensuelle,15/02/2019,60.0,mois,14/05/2019,CENTRE D’AFFAIRES DE TANGER,Développement,A,,,0.0,0.0,0.0,0.0,0.0,0.0,32197665.5,18643291.333333332,18215197.0,8182424.25,19872102.25,0.0,0.0,0.0,30936906.0,0.0,0.0,0.0,-41541.5,49110561.5,13730.5,17755.5,14462948.5,3342839.5,-413913.5,-490239.75,10094334.25,2832579.75,-3474971.5,-189189.0,-3551297.75,0.0,0.0,0.0,0.0,14173159.0,0.0,14173159.0,3467213.75,33795762.0,1522187.3333333333,49110561.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30952.5,0
131,3073618,01C959,TETOUAN,Tanger-Tétouan-Al Hoceima,TETOUAN,Tanger-Tétouan-Al Hoceima,27/09/2007,1320,13,132,0,0,5,7.0,Mensuelle,10/09/2018,48.0,mois,,CENTRE D’AFFAIRES DE TANGER,Développement,A,,,50.0,0.0,0.0,50.0,0.0,0.0,10415405.0,8126368.25,2289036.75,360360.0,6368111.75,50.0,0.0,0.0,8345837.5,50.0,0.0,0.0,248248.0,10883122.25,8051043.0,4060667.75,8230222.0,2330578.25,-668668.0,-946695.75,3381127.75,777026.25,-1091840.75,-106606.5,-1372871.5,35.0,0.0,0.0,1.0,2005503.5,4459705.25,6465208.75,2238486.25,4011257.25,406656.25,10883122.25,25.5,0.0,0.0,21.45135,0.0,0.0,16.21115,50.0,0.0,0.0,0.5,16444.0,0
132,3133342,01D118,KENITRA,Rabat-Salé-Kénitra,KENITRA,Rabat-Salé-Kénitra,25/06/2007,1532,15,153,20,0,25,8.0,Mensuelle,10/12/2019,48.0,mois,,CENTRE D’AFFAIRES DE RABAT,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,18367799.244795,9675285.314695,8692513.9301,518222.95525,1190089.275375,0.0,0.0,0.0,5974685.699482501,0.0,0.0,0.0,1103590.0100225,15770789.639605,12335892.228945,12312.388195,25543044.4093825,3349375.0965675004,1779048.8415700002,1662054.0911975,20778079.427105002,1260184.0125875,579412.368535,-92085.4409475,462417.6181625,0.0,0.0,0.0,0.0,7853582.281545,0.0,7853582.281545,3186620.7698325003,7917165.851594999,41.29125,15770789.42439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50014.374670000005,0
133,3083144,01D131,MOHAMMEDIA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,09/10/1995,2223,22,222,10,0,23,1.0,Mensuelle,30/11/2018,60.0,mois,25/04/2019,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,27390863.5,16229213.0,11161650.5,148648.5,7357850.5,0.0,0.0,0.0,10165905.75,0.0,0.0,0.0,1153402.25,22480958.5,10257900.0,20076.75,23141618.5,6409903.5,1851599.75,1300048.75,12673410.75,4466712.25,1407656.25,171921.75,665414.75,0.0,0.0,0.0,0.0,7431924.5,2177925.75,9609850.25,7363105.75,12871108.25,0.0,22480958.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42123.5,0
134,3115701,01D380,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,09/01/2001,3611,36,361,5,160,7,6.5,Mensuelle,19/07/2019,96.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,6586079.5,3849345.5,2736734.0,14741727.0,39370831.5,0.0,0.0,0.0,59054495.5,0.0,0.0,0.0,194194.0,61985423.5,23839816.0,21749728.0,28957929.0,10275765.5,635635.0,572572.0,16748732.0,9605596.0,146146.0,-1044043.0,83083.0,0.0,0.0,0.0,0.0,7055048.0,5430425.0,12485473.0,10576065.5,39660621.0,9839329.5,61985423.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49607.0,0
135,3111971,01D410,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,01/01/2006,5165,51,516,5,0,16,9.0,Trimestrielle,26/06/2019,7.0,an(s),08/11/2019,CENTRE D’AFFAIRES DE CASABLANCA,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,2345593.25,374374.0,1971219.25,135802.33333333334,6285529.25,0.0,0.0,0.0,9207948.75,0.0,0.0,0.0,127794.33333333333,11275013.75,6621865.25,5929924.0,7812805.0,2356354.0,1811810.0,1680679.0,4735480.75,515014.5,1671169.5,-103353.25,1540038.5,0.0,0.0,0.0,0.0,2806303.5,1075324.25,3881627.75,5323318.0,7264507.25,171838.33333333334,11275013.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15490.5,0
136,3117652,01D558,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,03/08/2010,6025,60,602,4,0,20,6.0,Mensuelle,01/08/2019,48.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,D,,,0.0,0.0,0.0,0.0,0.0,0.0,5619044.333333333,3056968.0,2562076.3333333335,0.0,4721623.666666667,0.0,0.0,0.0,5325971.666666667,0.0,0.0,0.0,82669.66666666667,7970717.666666667,12551787.333333334,10726601.333333334,13078091.666666666,3037062.0,2018063.3333333333,1112221.6666666667,6318327.0,940332.0,1145644.3333333333,-804785.0,239802.66666666666,0.0,0.0,0.0,0.0,3093494.0,506711.3333333333,3600205.3333333335,2949220.6666666665,3865007.3333333335,505505.0,7970717.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19275.0,0
137,3081272,01D607,RABAT,Rabat-Salé-Kénitra,RABAT,Rabat-Salé-Kénitra,29/10/2015,6422,64,642,234,800,22,0.0,Mensuelle,12/11/2018,36.0,mois,,CENTRE D’AFFAIRES DE RABAT,Développement,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
138,3051592,01D628,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,19/07/2007,5141,51,514,0,0,22,1.0,Mensuelle,25/01/2018,120.0,mois,27/02/2018,CENTRE D’AFFAIRES DE CASABLANCA,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,4760756.0,716716.0,4044040.0,1176175.0,2356354.0,0.0,0.0,0.0,4785280.5,0.0,0.0,0.0,1501.5,8830822.0,5225720.5,5794288.5,4595090.5,765264.5,366366.0,291791.5,3117114.0,389389.0,89089.0,-51551.5,14514.5,0.0,0.0,0.0,0.0,1272271.0,0.0,1272271.0,6274268.0,6949943.0,608608.0,8830822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9181.0,0
139,3066723,01D639,DAKHLA,Dakhla-Oued Ed-Dahab,DAKHLA,Dakhla-Oued Ed-Dahab,17/02/1999,5532,55,553,10,60,4,6.5,Trimestrielle,23/06/2018,60.0,mois,04/09/2018,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,B,4932.0,,0.0,0.0,0.0,0.0,0.0,0.0,13706943.25,5970464.5,7736478.75,391641.25,1005504.5,0.0,0.0,0.0,2459957.5,0.0,0.0,0.0,294043.75,10490480.0,11848837.0,11580569.0,11662651.0,2730477.75,1678677.0,1557055.5,8689430.75,1051800.75,1107106.0,-120870.75,985484.5,0.0,0.0,0.0,0.0,6447691.25,3042039.0,9489730.25,377377.0,560810.25,439939.5,10490480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23302.0,1
140,3126807,01D649,INZEGANE,Souss-Massa,AGADIR,Souss-Massa,28/06/2011,6062,60,606,2,70,20,1.0,Mensuelle,21/10/2019,48.0,mois,,CENTRE D’AFFAIRES D'AGADIR,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,2857354.5,1685684.0,1171670.5,498498.0,6151145.0,0.0,0.0,0.0,10220710.5,0.0,0.0,0.0,51551.5,11443932.5,19511992.5,19849329.5,19529510.0,3656653.0,1342841.5,1220219.0,9726216.5,2168166.0,1500999.5,-465965.5,575575.0,0.0,0.0,0.0,0.0,2643140.5,186686.5,2829827.0,5067562.5,7193686.5,1420419.0,11443932.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39020.0,0
141,3129023,01D649,INZEGANE,Souss-Massa,AGADIR,Souss-Massa,28/06/2011,6062,60,606,0,70,22,1.0,Mensuelle,08/11/2019,48.0,mois,,CENTRE D’AFFAIRES D'AGADIR,Développement,C,,589708.52,0.0,0.0,0.0,0.0,0.0,0.0,2857354.5,1685684.0,1171670.5,498498.0,6151145.0,0.0,0.0,0.0,10220710.5,0.0,0.0,0.0,51551.5,11443932.5,19511992.5,19849329.5,19529510.0,3656653.0,1342841.5,1220219.0,9726216.5,2168166.0,1500999.5,-465965.5,575575.0,0.0,0.0,0.0,0.0,2643140.5,186686.5,2829827.0,5067562.5,7193686.5,1420419.0,11443932.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39020.0,1
142,3104621,01D707,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,13/02/2009,7110,71,711,1,25,20,5.0,Mensuelle,02/05/2019,36.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,D,,,0.0,0.0,0.0,0.0,0.0,0.0,4114610.5,1325824.5,2788786.0,0.0,5717211.5,0.0,0.0,0.0,6965458.5,0.0,0.0,0.0,6006.0,9760250.5,13287774.5,0.0,10572061.5,57057.0,-1910408.5,923923.0,419419.0,1762761.0,-2490988.5,-90590.5,343343.0,0.0,0.0,0.0,0.0,5692186.5,23523.5,5715710.0,2478476.0,3453950.5,590590.0,9760250.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19224.0,0
