IDENTIFIANT_CREDIT,IDENTIFIANT_TIERS,VILLE_RC,REGION_RC,VILLE_TIERS,REGION_TIERS,DATE_CREATION_ENTREPRISE,CODE_SECT_ACTIVITE,CODE_BRANCHE_ACTIVITE,CODE_SSBRANCHE_ACT,NBRE_EMPLOI_ACREER,NBRE_EMPLOI_EXIST,ID_IFP,TAUX_INTERET,PERIODICITE,DATE_ACCORD,DUREE_CONCOURS,UNITE_DUREE_CONCOURS,DATE_PREMIER_DEBLOCAGE,CENTRE_AFFAIRE,FINALITE_CREDIT,CLASSE_RISQUE,NBRE_JOUR_IMPAYE,MONTANT_DEMANDE_MEJ,AGE1,AGE2,AGE3,ANTP1,ANTP2,ANTP3,CU,CV,CW,DO,DU,ENGA1,ENGA2,ENGA3,ET,EXP1,EXP2,EXP3,FF,FI,GI2,GI3,HA1,HA3,HA4,HA5,HDG,HP,HZ,JCX,KW,LFAS1,LFAS2,LFAS3,LOCALE,LP,LV,MC,MD,MP,MT,MU,NIVED1,NIVED2,NIVED3,NOTE11,NOTE12,NOTE13,NOTE14,PATR1,PATR2,PATR3,QALDE,RGI,DEFAUT,FLAG_SANS_INDICATEUR_FIN
3066308,01K507,RABAT,Rabat-Salé-Kénitra,TEMARA,Rabat-Salé-Kénitra,27/10/2005,4522,45,452,0,90,24,0.0,Mensuelle,20/06/2018,48.0,mois,31/05/2018,CENTRE D’AFFAIRES DE RABAT,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,26112372.0,18165004.0,7947368.0,2771840.5,14361847.5,0.0,0.0,0.0,19946283.5,0.0,0.0,0.0,97311.5,27990963.0,14710999.57142857,8724890.714285715,35162913.5,6724217.5,1136993.0,2051049.0,24141760.5,5336545.5,-837837.0,-310024.0,-209352.0,0.0,0.0,0.0,0.0,3108534.0,5244096.0,8352630.0,7311590.0,14629400.5,5008932.5,27990963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68780.85714285714,0,0
3075200,01L1004,MARRAKECH,Marrakech-Safi,MARRAKECH,Marrakech-Safi,12/02/2014,7023,70,702,0,5,24,1.0,Mensuelle,02/11/2018,48.0,mois,29/10/2018,CENTRE D’AFFAIRES DE MARRAKECH,Développement,C,913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3129796,01L1091,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,04/11/2011,2733,27,273,7,32,23,6.0,Mensuelle,15/11/2019,48.0,mois,25/01/2020,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,1808306.5,575861.0,1232445.5,0.0,7928420.5,0.0,0.0,0.0,10888806.5,0.0,0.0,0.0,36536.5,12157788.5,7183073.071428572,4395589.857142857,11149138.0,783783.0,-127842.0,350922.0,8693613.5,887744.0,-228228.0,-40540.5,246818.0,0.0,0.0,0.0,0.0,3303014.0,870083.5,4173097.5,4147000.0,7725289.0,259402.0,12157788.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22276.0,0,0
3127143,01L1206,FES,Fès-Meknès,FES,Fès-Meknès,05/02/2016,124,1,12,0,8,7,6.5,Annuelle,23/10/2019,10.0,an(s),,CENTRE D’AFFAIRES DE FES,Développement,D,,,28.571428571428573,0.0,0.0,14.285714285714286,0.0,0.0,8546285.605,1246834.82,7388510.415,797627.831,169491.54444444444,21.428571428571427,0.0,0.0,1085009.6400000001,28.571428571428573,0.0,0.0,92721.91500000001,8566241.97,2100340.0942857144,1334651.5,3252828.15,1503739.3800000001,696998.4450000001,522465.515,1471752.425,807132.04,288892.89,-182119.79499999998,65310.96,10.0,0.0,0.0,0.5714285714285714,1057429.23,3814626.5300000003,4872055.76,390980.58999999997,2693268.435,1077929.16,8566258.415000001,14.571428571428571,0.0,0.0,10.996342857142858,0.0,0.0,13.477142857142857,28.571428571428573,0.0,0.0,0.2857142857142857,5677.637142857143,0,0
3080437,01L1208,MOHAMMEDIA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,11/06/2013,2710,27,271,1,0,22,5.0,Mensuelle,01/11/2018,60.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,A,,,0.0,0.0,0.0,0.0,0.0,0.0,4460084.6,3142326.6875,1653802.8,7113439.666666667,26803464.1875,0.0,0.0,0.0,40349808.93333333,0.0,0.0,0.0,2226536.8125,43151517.666666664,23104189.6,15063526.266666668,42562237.06666667,4258637.2,1762058.7333333334,1264192.3333333333,40126523.9375,2777837.5625,929850.4666666667,-397940.13333333336,431984.06666666665,0.0,0.0,0.0,0.0,5991298.933333334,2081743.6,8073042.533333333,22918520.625,26116248.533333335,9471899.9375,43151517.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99634.625,0,0
3081944,01L1208,MOHAMMEDIA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,11/06/2013,2751,27,275,1,0,22,5.0,Mensuelle,16/11/2018,60.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,A,,,0.0,0.0,0.0,0.0,0.0,0.0,4460084.6,3142326.6875,1653802.8,7113439.666666667,26803464.1875,0.0,0.0,0.0,40349808.93333333,0.0,0.0,0.0,2226536.8125,43151517.666666664,23104189.6,15063526.266666668,42562237.06666667,4258637.2,1762058.7333333334,1264192.3333333333,40126523.9375,2777837.5625,929850.4666666667,-397940.13333333336,431984.06666666665,0.0,0.0,0.0,0.0,5991298.933333334,2081743.6,8073042.533333333,22918520.625,26116248.533333335,9471899.9375,43151517.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99634.625,0,0
3106735,01L121,LAAYOUNE,Laâyoune-Sakia El Hamra,LAAYOUNE,Laâyoune-Sakia El Hamra,24/07/2001,4547,45,454,2,43,29,7.5,Trimestrielle,15/05/2019,5.0,an(s),27/06/2019,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,D,,,0.0,0.0,0.0,0.0,0.0,0.0,13374740.333333334,9934674.75,4399620.6,5471215.75,4503499.0,0.0,0.0,0.0,9301496.4,0.0,0.0,0.0,1196257.5625,14845725.066666666,9656909.8,5420009.933333334,14101650.466666667,3149745.7333333334,2871876.066666667,2618784.2,11338764.9375,283533.25,1940311.9333333333,-204143.6,1792891.6666666667,0.0,0.0,0.0,0.0,8461468.8,2479428.933333333,10940897.733333332,590965.375,2611724.6666666665,1285033.75,14845725.066666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31137.75,0,0
3106777,01L1254,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,21/12/2010,7210,72,721,1,0,5,5.0,Mensuelle,16/05/2019,120.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,83583.5,23523.5,60060.0,126626.5,1159158.0,0.0,0.0,0.0,1610609.0,0.0,0.0,0.0,55055.0,1725724.0,1417916.5,1135134.0,2442440.0,571070.5,407407.0,325825.5,1817816.0,160660.5,407407.0,0.0,325825.5,0.0,0.0,0.0,0.0,515515.0,0.0,515515.0,589088.5,1210209.0,0.0,1725724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4880.0,0,0
3120943,01L405,INZEGANE,Souss-Massa,INZEGANE,Souss-Massa,17/10/2011,6062,60,606,4,21,24,1.0,Mensuelle,02/09/2019,48.0,mois,07/10/2019,CENTRE D’AFFAIRES D'AGADIR,Développement,D,,,100.0,100.0,0.0,100.0,100.0,0.0,9085336.8,8414412.0,670924.8,0.0,4059702.8,100.0,100.0,0.0,6828734.6,100.0,100.0,0.0,1174455.8,8674115.2,11306205.4,7283331.6,15094214.8,3265924.4,1064133.8,1054057.4,6897054.8,2005747.0,580089.6,-43025.6,563613.2,100.0,100.0,0.0,2.0,3374434.6,691635.6,4066070.2,2858405.0,4602445.0,5600.0,8674115.2,51.0,51.0,0.0,39.9339,43.9017,0.0,37.8893,66.0,100.0,0.0,2.0,18074.0,0,0
3128049,01L490,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,03/06/2011,5154,51,515,6,40,25,8.0,Mensuelle,30/10/2019,48.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,12848929.510083333,8385190.230083334,4463739.28,3633412.2825,25464451.846166667,0.0,0.0,0.0,30405906.61441667,0.0,0.0,0.0,564347.1166666667,35433993.011083335,20657504.340666667,13628198.674,37205592.424,4934081.986166666,2439106.92025,1325969.8118333335,24267313.070000004,2416942.4445833336,1568810.1595833332,-656379.3903333334,455673.0511666667,0.0,0.0,0.0,0.0,9266038.364916667,3953853.65375,13219892.018666668,6743960.056166667,14058996.284666667,8155081.18425,35433969.48758333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74336.68133333333,0,0
3104618,01L495,OUJDA,L'oriental,OUJDA,L'oriental,01/03/2000,2430,24,243,0,264,9,4.66,Mensuelle,30/04/2019,5.0,an(s),13/09/2019,CENTRE D’AFFAIRES D’OUJDA,Développement,C,,,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,22478742.0,11984687.0,10494055.0,17092718.5,28184728.0,7.142857142857143,0.0,0.0,48213308.0,14.285714285714286,0.0,0.0,4432428.0,63139791.0,21740180.42857143,14578255.142857144,52464698.0,10425772.5,2324822.5,904403.5,37280815.0,7918267.5,1333546.5,-1194765.0,-76147.5,14.285714285714286,0.0,0.0,0.14285714285714285,25914889.0,5466461.0,31381350.0,14858772.5,24996257.0,6762184.0,63139791.0,14.285714285714286,0.0,0.0,5.957457142857143,0.0,0.0,6.596071428571428,9.428571428571429,0.0,0.0,0.14285714285714285,102054.14285714286,0,0
3090626,01L497,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,17/01/2013,1421,14,142,0,0,23,6.0,Mensuelle,25/01/2019,60.0,mois,25/10/2019,CENTRE D’AFFAIRES DE CASABLANCA,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,2628726.1,1613211.6,1015514.5,4643338.7,3379175.8,0.0,0.0,0.0,8880771.9,0.0,0.0,0.0,21221.2,9917507.6,3120283.4,2496333.6,3900396.5,828027.2,-375675.3,243543.3,1451349.9,1091290.2,-733232.5,-37837.8,-114013.9,0.0,0.0,0.0,0.0,495094.6,192392.2,687486.8,3309406.1,9044035.0,185985.8,9917507.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7463.4,0,0
3128735,01L598,SETTAT,Casablanca-Settat,SETTAT,Casablanca-Settat,11/06/2014,8021,80,802,46,28,2,5.0,Trimestrielle,08/11/2019,12.0,an(s),07/08/2020,CENTRE D’AFFAIRES DE MARRAKECH,Développement,D,,,0.0,0.0,0.0,0.0,0.0,0.0,4779024.25,721345.625,4057678.625,0.0,167167.0,0.0,0.0,0.0,178178.0,0.0,0.0,0.0,185810.625,4421667.25,752877.125,525525.0,926300.375,738988.25,354354.0,174924.75,134759.625,373748.375,174549.375,-170795.625,-4879.875,0.0,0.0,0.0,0.0,495119.625,2185933.75,2681053.375,4379.375,1705078.375,35535.5,4421667.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.75,0,0
3075053,01L625,MARRAKECH,Marrakech-Safi,MARRAKECH,Marrakech-Safi,17/10/1994,1574,15,157,27,40,30,5.5,Trimestrielle,27/09/2018,7.0,an(s),12/11/2020,CENTRE D’AFFAIRES DE MARRAKECH,Développement,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
3135761,01L647,RABAT,Rabat-Salé-Kénitra,RABAT,Rabat-Salé-Kénitra,13/11/1990,5232,52,523,2,122,36,4.66,Mensuelle,26/12/2019,3.0,an(s),04/02/2020,CENTRE D’AFFAIRES DE RABAT,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,21541269.75,6222466.25,15318803.5,12129867.75,5368863.5,0.0,0.0,0.0,22805532.75,0.0,0.0,0.0,1707706.0,39832042.25,40005215.25,36632345.75,44873078.25,14173409.25,7234477.25,5380375.0,25613838.25,6421415.0,5883627.75,16516.5,4029525.5,0.0,0.0,0.0,0.0,29651872.25,0.0,29651872.25,6011505.5,9460951.5,719218.5,39832042.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89656.5,0,0
3135897,01L706,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,25/07/2011,6025,60,602,2,16,25,5.0,Mensuelle,25/12/2019,60.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,D,,,0.0,0.0,0.0,0.0,0.0,0.0,5735229.5,5271766.5,463463.0,3114611.5,11321310.0,0.0,0.0,0.0,15116101.0,0.0,0.0,0.0,0.0,15579564.0,12747735.0,12960948.0,7634126.5,2489487.0,982982.0,254754.5,2981979.0,1431430.0,345845.5,-61061.0,254754.5,0.0,0.0,0.0,0.0,4517513.0,20520.5,4538033.5,1447446.0,10028518.5,1013012.0,15579564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15253.0,0,0
3093966,01L73,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,18/03/1981,2970,29,297,212,300,2,4.9,Mensuelle,05/03/2019,7.0,an(s),05/05/2022,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,87749995.66666667,50213496.666666664,37536499.0,56705148.5,13503072.916666666,0.0,0.0,0.0,75171262.83333333,0.0,0.0,0.0,3581828.25,116289590.08333333,62182157.833333336,42976367.166666664,98267335.83333333,25898205.666666668,12708362.333333334,10781604.166666666,64121974.583333336,12734304.916666666,8409818.083333334,-2418666.25,3626623.0,0.0,0.0,0.0,0.0,51417783.083333336,22750728.0,74168511.08333333,15451602.833333334,23455432.0,18665647.0,116289590.08333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191958.33333333334,0,0
3074618,01L787,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,10/05/2013,5147,51,514,1,3,24,6.5,Mensuelle,14/09/2018,120.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
3077271,01L797,LAAYOUNE,Laâyoune-Sakia El Hamra,LAAYOUNE,Laâyoune-Sakia El Hamra,25/02/1986,6023,60,602,1,1000,24,1.0,Mensuelle,08/10/2018,60.0,mois,25/10/2018,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,C,920.0,,0.0,0.0,0.0,0.0,0.0,0.0,71904833.0,32553270.75,39351562.25,1674923.25,63675862.25,0.0,0.0,0.0,93169076.0,0.0,0.0,0.0,278528.25,132799166.5,73409336.0,87357520.25,74731907.25,29984454.5,10209199.0,6608351.75,32182900.75,19188919.75,7121614.5,-1951699.75,3520767.25,0.0,0.0,0.0,0.0,29357578.25,22027755.75,51385334.0,28865837.0,69841021.25,11573562.0,132799917.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149314.5,1,0
3130159,01L797,LAAYOUNE,Laâyoune-Sakia El Hamra,LAAYOUNE,Laâyoune-Sakia El Hamra,25/02/1986,6070,60,607,0,1000,24,0.0,Mensuelle,21/11/2019,48.0,mois,13/12/2019,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,C,808.0,,0.0,0.0,0.0,0.0,0.0,0.0,71904833.0,32553270.75,39351562.25,1674923.25,63675862.25,0.0,0.0,0.0,93169076.0,0.0,0.0,0.0,278528.25,132799166.5,73409336.0,87357520.25,74731907.25,29984454.5,10209199.0,6608351.75,32182900.75,19188919.75,7121614.5,-1951699.75,3520767.25,0.0,0.0,0.0,0.0,29357578.25,22027755.75,51385334.0,28865837.0,69841021.25,11573562.0,132799917.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149314.5,1,0
3084156,01L840,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,26/07/2000,3420,34,342,1,50,23,5.0,Mensuelle,06/12/2018,60.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,4625263.5,1238523.0,3386740.5,3537033.5,7973179.5,0.0,0.0,0.0,12442573.0,0.0,0.0,0.0,154011.0,15983324.5,8262178.571428572,6131269.0,17123821.0,2970253.0,917488.0,524595.5,12885587.0,1951592.5,682110.0,-283569.0,287144.0,0.0,0.0,0.0,0.0,2189616.0,1969253.0,4158869.0,4606673.5,8947796.0,2876659.5,15983324.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33985.71428571428,0,0
3126744,01L869,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,21/02/1994,4521,45,452,4,0,24,7.0,Mensuelle,21/10/2019,48.0,mois,25/11/2019,CENTRE D’AFFAIRES DE MARRAKECH,Développement,C,2753.0,,0.0,0.0,0.0,0.0,0.0,0.0,6367961.6,4309805.5,2920117.2,2249372.125,9661526.875,0.0,0.0,0.0,10221110.9,0.0,0.0,0.0,73573.5,13200086.9,14829270.9,10226578.5,17491474.0,5514809.3,1480378.9,1269968.7,13813925.125,4998743.75,526225.7,-117317.2,330830.5,0.0,0.0,0.0,0.0,2963060.1,714914.2,3677974.3,3733479.75,8250642.4,1589337.75,13200086.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35127.2,1,0
3129659,01L869,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,21/02/1994,4521,45,452,4,0,24,6.0,Mensuelle,19/11/2019,48.0,mois,17/12/2019,CENTRE D’AFFAIRES DE MARRAKECH,Développement,C,2722.0,,0.0,0.0,0.0,0.0,0.0,0.0,6367961.6,4309805.5,2920117.2,2249372.125,9661526.875,0.0,0.0,0.0,10221110.9,0.0,0.0,0.0,73573.5,13200086.9,14829270.9,10226578.5,17491474.0,5514809.3,1480378.9,1269968.7,13813925.125,4998743.75,526225.7,-117317.2,330830.5,0.0,0.0,0.0,0.0,2963060.1,714914.2,3677974.3,3733479.75,8250642.4,1589337.75,13200086.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35127.2,1,0
3086981,01L941,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,10/11/2005,6025,60,602,5,102,23,7.0,Mensuelle,02/01/2019,48.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,10361422.5,5957165.5,4404257.0,701844.0,17761958.5,0.0,0.0,0.0,23627246.5,0.0,0.0,0.0,2523020.5,30554524.0,29037926.64285714,18351118.14285714,57865808.0,14826097.0,6896890.0,4860284.0,18719915.5,8270977.0,6002496.5,-195338.0,3878374.5,0.0,0.0,0.0,0.0,7096875.5,3629554.5,10726430.0,12876649.5,18311793.5,1516300.5,30554524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115595.14285714286,0,0
3096456,01L941,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,10/11/2005,6025,60,602,3,102,23,7.0,Mensuelle,05/03/2019,48.0,mois,,CENTRE D’AFFAIRES DE CASABLANCA,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,10361422.5,5957165.5,4404257.0,701844.0,17761958.5,0.0,0.0,0.0,23627246.5,0.0,0.0,0.0,2523020.5,30554524.0,29037926.64285714,18351118.14285714,57865808.0,14826097.0,6896890.0,4860284.0,18719915.5,8270977.0,6002496.5,-195338.0,3878374.5,0.0,0.0,0.0,0.0,7096875.5,3629554.5,10726430.0,12876649.5,18311793.5,1516300.5,30554524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115595.14285714286,0,0
3136930,01L960,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,03/05/2012,6033,60,603,1,10,25,5.95,Mensuelle,30/12/2019,60.0,mois,05/05/2020,CENTRE D’AFFAIRES DE LAAYOUNE,Développement,D,5913.0,,0.0,0.0,0.0,0.0,0.0,0.0,17711360.333333332,4667996.666666667,13043363.666666666,0.0,5416577.833333333,0.0,0.0,0.0,10508664.833333334,0.0,0.0,0.0,1219384.8333333333,24771413.333333332,9648138.5,6409088.833333333,9959616.333333334,2125289.8333333335,1919918.0,1681346.3333333333,6562556.0,112278.83333333333,547046.5,-185852.33333333334,308474.8333333333,0.0,0.0,0.0,0.0,14241393.833333334,527693.8333333334,14769087.666666666,2391722.6666666665,6775435.333333333,3226890.3333333335,24771413.333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19899.333333333332,1,0
3101808,01L997,AGADIR,Souss-Massa,AGADIR,Souss-Massa,10/08/2015,7423,74,742,0,30,1,7.0,Mensuelle,10/04/2019,7.0,an(s),,CENTRE D’AFFAIRES D'AGADIR,Développement,D,,,0.0,0.0,0.0,0.0,0.0,0.0,4670332.333333333,2026691.3333333333,2643641.0,0.0,3731060.6666666665,0.0,0.0,0.0,3843506.3333333335,0.0,0.0,0.0,122789.33333333333,6609936.666666667,3240070.1666666665,1814085.6666666667,4202364.833333333,2473804.6666666665,640139.5,479812.6666666667,1316481.8333333333,1814979.8333333333,308975.3333333333,-84584.5,144644.5,0.0,0.0,0.0,0.0,2652316.3333333335,2356687.6666666665,5009004.0,88922.16666666667,1600932.6666666667,0.0,6609936.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8396.333333333334,0,0
3093731,01M1005,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,26/01/2015,6062,60,606,0,52,20,6.0,Mensuelle,15/02/2019,10.0,an(s),,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,5090474.8,2183932.0,2906542.8,1801.8,12452782.4,0.0,0.0,0.0,20361397.4,0.0,0.0,0.0,151743.4,23419683.6,19791355.0,24022365.8,13781660.0,3846723.6,467531.0,67468.4,6362464.8,3237666.6,-195298.8,-357050.8,-595361.4,0.0,0.0,0.0,0.0,5226303.0,2057861.4,7284164.4,9534254.2,12591722.4,3543796.8,23419683.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27150.0,0,0
3105830,01M1011,KSAR EL KEBIR,Tanger-Tétouan-Al Hoceima,LARACHE,Tanger-Tétouan-Al Hoceima,12/06/2001,116,1,11,0,500,20,6.0,Mensuelle,22/05/2019,48.0,mois,,CENTRE D’AFFAIRES DE TANGER,Développement,B,,,0.0,0.0,0.0,0.0,0.0,0.0,22148376.25,11425414.0,13579315.75,1678677.0,128878.75,0.0,0.0,0.0,8026768.75,0.0,0.0,0.0,573573.0,22179657.5,72679607.0,67221904.75,84011427.5,14044030.0,3553550.0,2355353.0,58242684.5,10294784.5,1307556.25,-1015014.0,109359.25,0.0,0.0,0.0,0.0,3534030.5,1513762.25,5047792.75,3096343.25,17131864.75,0.0,22179657.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170464.5,0,0
3050122,01M1108,BERRECHID,Casablanca-Settat,BERRECHID,Casablanca-Settat,17/06/2013,2623,26,262,2,25,35,6.6,Mensuelle,05/01/2018,4.0,an(s),31/01/2018,CENTRE D’AFFAIRES DE MARRAKECH,Développement,C,2791.0,,0.0,0.0,0.0,0.0,0.0,0.0,24013489.5,4736946.5,19276543.0,22654846.5,9832680.0,0.0,0.0,0.0,38713532.0,0.0,0.0,0.0,298941.5,58289016.5,18877849.42857143,10420696.5,40475578.0,5042680.5,4107246.0,1886456.0,31944913.0,894965.5,3047902.0,-1736449.0,827112.0,0.0,0.0,0.0,0.0,10125901.5,12433206.5,22559108.0,19228638.0,25171789.5,10558119.0,58289016.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79627.57142857143,1,0
3062373,01M1297,CASABLANCA,Casablanca-Settat,CASABLANCA,Casablanca-Settat,21/12/2010,3430,34,343,30,160,22,5.0,Mensuelle,29/05/2018,72.0,mois,11/10/2018,CENTRE D’AFFAIRES DE CASABLANCA,Développement,C,,,0.0,0.0,0.0,0.0,0.0,0.0,37729477.5,12790063.0,24939414.5,17348974.5,33487954.5,0.0,0.0,0.0,58367452.0,0.0,0.0,0.0,5799794.0,89106660.5,33144418.214285713,21961927.64285714,63225662.5,6724646.5,3230799.0,2592804.5,50972421.5,4133200.5,1151364.5,-157371.5,556127.0,0.0,0.0,0.0,0.0,28518704.5,34829437.5,63348142.0,14815086.0,25683300.5,95732.0,89106660.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127228.28571428571,0,0
3051281,01M1841,RABAT,Rabat-Salé-Kénitra,TEMARA,Rabat-Salé-Kénitra,14/11/2013,6025,60,602,2,20,22,0.0,Mensuelle,23/01/2018,60.0,mois,,CENTRE D’AFFAIRES DE RABAT,Développement,C,,355989.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3069809,01M1841,RABAT,Rabat-Salé-Kénitra,TEMARA,Rabat-Salé-Kénitra,14/11/2013,6025,60,602,1,20,24,0.0,Mensuelle,24/07/2018,60.0,mois,,CENTRE D’AFFAIRES DE RABAT,Développement,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
3094960,01M2041,MARRAKECH,Marrakech-Safi,,Autres,01/01/2006,6042,60,604,3,0,24,9.0,Mensuelle,28/02/2019,54.0,mois,10/01/2020,CENTRE D’AFFAIRES DE MARRAKECH,Développement,B,,,,,,,,,11888000.0,6457000.0,5431000.0,0.0,386000.0,,,,1166000.0,,,,165000.0,6762000.0,7854000.0,7103000.0,9082000.0,3485000.0,2192000.0,1617000.0,477000.0,1257000.0,1118000.0,-37000.0,543000.0,,,,,1995000.0,115000.0,2110000.0,1303000.0,4652000.0,0.0,6762000.0,,,,,,,,,,,,,0,0
3095931,01M2041,MARRAKECH,Marrakech-Safi,,Autres,01/01/2006,6031,60,603,3,0,24,9.0,Mensuelle,28/02/2019,54.0,mois,10/01/2020,CENTRE D’AFFAIRES DE MARRAKECH,Développement,B,,,,,,,,,11888000.0,6457000.0,5431000.0,0.0,386000.0,,,,1166000.0,,,,165000.0,6762000.0,7854000.0,7103000.0,9082000.0,3485000.0,2192000.0,1617000.0,477000.0,1257000.0,1118000.0,-37000.0,543000.0,,,,,1995000.0,115000.0,2110000.0,1303000.0,4652000.0,0.0,6762000.0,,,,,,,,,,,,,0,0
3066060,01M2357,BIOUGRA,Souss-Massa,AIT BAHA,Souss-Massa,01/01/2000,127,1,12,20,10,5,7.0,Mensuelle,19/06/2018,48.0,mois,,CENTRE D’AFFAIRES D'AGADIR,Développement,C,9182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
